Age,Workclass,Final Weight,EducationNum,Occupation,Capital Gain,capital loss,Hours per Week,Native Country,Income
39, Private,297449,13, Prof-specialty,0,0,40, United-States,1
33, Private,391114,9, Handlers-cleaners,0,0,40, United-States,0
55, Private,199067,9, Craft-repair,0,0,40, United-States,1
57, Self-emp-not-inc,175942,10, Exec-managerial,0,0,25, United-States,0
44, Private,219441,6, Sales,0,0,35, Dominican-Republic,0
43, Private,171888,10, Adm-clerical,0,0,40, United-States,0
58, ?,150031,10, ?,0,0,40, United-States,0
59, Private,70720,13, Sales,0,0,55, United-States,1
34, Private,30433,13, Sales,0,0,35, United-States,0
63, Federal-gov,95680,10, Tech-support,0,0,18, United-States,1
23, Private,444554,9, Handlers-cleaners,0,0,50, United-States,0
20, ?,24395,10, ?,0,0,20, United-States,0
17, Private,321880,6, Other-service,0,0,15, United-States,0
41, Private,201981,9, Craft-repair,0,0,40, United-States,0
38, Private,103323,9, Exec-managerial,0,0,40, United-States,0
48, Private,85341,9, Craft-repair,0,0,40, United-States,0
47, Private,280483,9, Craft-repair,0,0,40, United-States,0
38, Private,167482,10, Craft-repair,0,0,52, United-States,1
36, Private,29984,8, Transport-moving,0,0,40, United-States,0
27, Federal-gov,246372,9, Other-service,0,0,40, United-States,0
32, Private,116365,9, Adm-clerical,0,0,20, United-States,0
29, Private,101597,10, Sales,0,0,54, United-States,0
83, Self-emp-inc,153183,13, Exec-managerial,0,2392,55, United-States,1
47, Local-gov,200808,8, Adm-clerical,0,0,35, Puerto-Rico,0
28, Private,69847,13, Adm-clerical,0,0,30, United-States,0
24, Private,113466,13, Adm-clerical,0,0,40, United-States,0
70, Local-gov,176493,10, Adm-clerical,0,0,17, United-States,0
52, Private,108914,9, Sales,0,0,40, United-States,1
29, Private,177119,11, Tech-support,2174,0,45, United-States,0
35, Self-emp-inc,368825,10, Sales,0,0,60, United-States,1
31, Private,129761,9, Exec-managerial,0,0,40, United-States,0
38, Private,103925,9, Adm-clerical,0,0,40, United-States,1
49, Private,268022,13, Sales,0,0,50, United-States,1
28, Private,107389,9, Exec-managerial,0,0,32, United-States,0
39, Private,77005,14, Prof-specialty,99999,0,40, United-States,1
36, Private,168826,6, Craft-repair,0,0,40, United-States,0
36, Private,188834,5, Transport-moving,0,0,50, United-States,0
57, Private,157974,9, Other-service,0,0,48, United-States,0
26, Private,120238,13, Craft-repair,3325,0,40, United-States,0
82, Self-emp-not-inc,71438,9, Farming-fishing,0,0,20, United-States,0
79, Self-emp-inc,183686,13, Sales,0,0,20, United-States,1
52, Self-emp-not-inc,104501,10, Tech-support,0,0,60, United-States,1
21, Self-emp-not-inc,304602,11, Farming-fishing,0,0,98, United-States,0
17, Private,400225,7, Sales,0,0,20, United-States,0
23, Private,82889,10, Adm-clerical,0,0,16, United-States,0
33, Private,80145,9, Transport-moving,0,0,60, United-States,0
56, Private,91262,9, Transport-moving,0,0,45, United-States,0
25, Private,178326,10, Sales,0,0,40, United-States,0
44, Private,167955,9, Craft-repair,0,0,40, Poland,0
40, State-gov,119578,13, Prof-specialty,0,0,20, United-States,0
40, Private,291808,9, Protective-serv,0,0,40, United-States,0
23, Private,208826,13, Other-service,0,0,40, United-States,0
36, Private,146625,7, Other-service,0,0,12, United-States,0
38, Self-emp-not-inc,120985,9, Craft-repair,4386,0,35, United-States,0
17, Private,209650,8, Other-service,0,0,16, United-States,0
36, Private,186110,10, Transport-moving,0,0,40, United-States,0
57, Private,69884,9, Sales,0,0,40, United-States,1
61, Private,115023,11, Craft-repair,0,1887,60, United-States,1
62, Private,173601,13, Machine-op-inspct,0,0,40, United-States,0
30, State-gov,119422,6, Adm-clerical,0,0,40, United-States,0
28, Private,232945,9, Handlers-cleaners,0,0,30, United-States,0
34, State-gov,98101,13, Exec-managerial,7688,0,45, ?,1
52, Self-emp-not-inc,135339,10, Craft-repair,0,0,40, ?,1
40, Private,199599,6, Exec-managerial,0,0,40, United-States,1
21, Private,225541,10, Adm-clerical,0,0,40, United-States,0
27, Private,302422,9, Adm-clerical,0,0,40, United-States,0
38, Private,168322,9, Transport-moving,0,0,60, United-States,0
48, Private,200471,13, Transport-moving,0,0,45, United-States,1
41, Local-gov,184466,14, Prof-specialty,0,0,38, United-States,1
65, ?,117963,9, ?,0,0,45, United-States,0
58, Self-emp-inc,89922,11, Exec-managerial,15024,0,40, United-States,1
47, Private,256866,9, Transport-moving,0,0,48, United-States,0
44, Federal-gov,38434,14, Prof-specialty,0,0,40, United-States,0
47, Local-gov,173938,13, Craft-repair,0,0,50, United-States,1
36, Private,162312,9, Craft-repair,0,0,70, South,0
77, ?,232894,5, ?,0,0,40, United-States,0
40, Private,240504,13, Sales,0,0,45, United-States,1
67, Private,228200,9, Priv-house-serv,0,0,20, United-States,0
40, Local-gov,33155,9, Other-service,0,0,40, United-States,0
66, Private,169804,13, Sales,20051,0,40, United-States,1
37, Self-emp-not-inc,272090,10, Adm-clerical,0,0,20, United-States,0
25, Private,195994,2, Priv-house-serv,0,0,40, Guatemala,0
44, Local-gov,290403,11, Protective-serv,0,0,40, Cuba,0
31, Private,216827,9, Other-service,0,0,40, United-States,0
17, Private,309504,6, Sales,0,0,24, United-States,0
38, Private,368140,13, Exec-managerial,0,0,50, United-States,1
52, Local-gov,146565,12, Other-service,4865,0,30, United-States,0
29, Private,46609,6, Craft-repair,0,0,40, ?,0
70, Private,315868,13, Adm-clerical,0,0,40, United-States,0
17, Private,170455,7, Sales,0,0,8, United-States,0
48, Private,158924,9, Adm-clerical,0,0,40, United-States,1
39, Private,341672,11, Tech-support,0,0,40, Philippines,0
17, Private,206010,8, Other-service,0,0,8, United-States,0
29, Self-emp-not-inc,160786,6, Craft-repair,0,0,35, United-States,1
60, Private,163665,10, Protective-serv,0,0,16, United-States,1
18, Private,51255,7, Handlers-cleaners,0,0,15, United-States,0
40, Private,188291,15, Prof-specialty,0,0,40, United-States,1
21, Private,351381,9, Adm-clerical,0,0,40, United-States,0
60, Private,82775,10, Sales,0,0,55, United-States,0
28, Self-emp-not-inc,35032,13, Exec-managerial,0,0,50, United-States,0
51, Private,224207,10, Sales,0,0,40, United-States,1
25, Private,391192,10, Sales,0,0,24, United-States,0
39, Private,119272,6, Transport-moving,0,0,40, United-States,0
32, State-gov,147215,13, Exec-managerial,0,0,55, United-States,1
39, Private,365739,9, Craft-repair,0,0,40, United-States,1
19, Self-emp-not-inc,30800,6, Adm-clerical,0,0,40, United-States,0
23, Private,149204,13, Exec-managerial,0,0,40, United-States,0
28, Private,204734,10, Tech-support,0,0,40, United-States,0
21, Private,35424,10, Sales,0,0,25, United-States,0
40, Private,225660,13, Exec-managerial,0,0,45, United-States,1
49, Self-emp-not-inc,48495,9, Exec-managerial,0,0,45, United-States,0
34, Private,238305,10, Other-service,0,1628,12, ?,0
34, Local-gov,143766,10, Protective-serv,0,0,40, United-States,0
47, Private,236805,10, Sales,0,0,60, United-States,0
57, Self-emp-not-inc,253914,2, Sales,0,0,35, Mexico,0
23, Private,334357,9, Adm-clerical,0,0,40, United-States,0
58, Local-gov,53481,14, Prof-specialty,0,0,35, United-States,0
61, Private,149620,10, Other-service,0,0,40, United-States,0
56, Private,168625,9, Prof-specialty,4101,0,40, United-States,0
57, Self-emp-not-inc,103529,14, Tech-support,0,0,38, United-States,1
39, Private,338320,6, Craft-repair,0,0,60, United-States,1
55, Private,194290,9, Craft-repair,0,0,40, United-States,0
50, Local-gov,199995,13, Protective-serv,0,0,40, United-States,1
34, Private,176244,4, Other-service,0,0,40, United-States,0
18, Private,104704,9, Adm-clerical,0,0,40, United-States,0
22, Private,162667,9, Handlers-cleaners,0,0,50, Portugal,0
47, Self-emp-not-inc,191175,3, Sales,0,2179,50, Mexico,0
55, Federal-gov,113398,10, Adm-clerical,0,0,40, United-States,0
45, Private,43479,10, Transport-moving,0,0,48, United-States,0
28, Private,53063,13, Exec-managerial,0,0,45, United-States,0
38, Private,348739,15, Prof-specialty,0,0,60, United-States,0
28, Private,190350,5, Protective-serv,0,0,40, United-States,0
58, Private,187067,13, Prof-specialty,0,0,62, Canada,0
23, Local-gov,129232,9, Adm-clerical,0,0,40, United-States,0
52, Private,194259,9, Sales,0,0,40, Germany,0
22, Private,218886,8, Handlers-cleaners,0,0,40, United-States,0
46, Private,133938,14, Exec-managerial,27828,0,50, United-States,1
20, Private,200450,4, Machine-op-inspct,0,0,52, United-States,0
39, Private,325374,10, Adm-clerical,0,0,40, United-States,0
53, Federal-gov,181677,10, Handlers-cleaners,0,0,40, United-States,0
46, Private,123598,13, Sales,0,0,40, United-States,0
28, Private,191355,13, Sales,0,0,45, United-States,1
22, Private,122272,9, Adm-clerical,0,0,40, United-States,0
34, Private,139890,10, Adm-clerical,0,0,40, United-States,0
20, Private,109952,10, Handlers-cleaners,0,0,25, United-States,0
20, ?,232799,9, ?,0,0,25, United-States,0
40, State-gov,86912,16, Prof-specialty,0,0,50, United-States,1
33, Private,159303,9, Other-service,0,0,40, United-States,0
42, Private,136419,9, Craft-repair,0,0,50, United-States,1
50, Private,191062,9, Handlers-cleaners,0,0,40, United-States,0
35, Private,379959,9, Other-service,0,0,40, United-States,0
51, Private,201127,9, Sales,0,0,45, United-States,0
45, Private,81132,10, Craft-repair,0,0,40, Philippines,0
33, Private,188467,9, Farming-fishing,0,0,40, United-States,0
31, Private,50178,10, Machine-op-inspct,0,0,40, United-States,0
39, Private,120130,10, Machine-op-inspct,0,0,40, United-States,0
41, ?,149385,9, ?,0,0,30, United-States,0
70, ?,149040,9, ?,2964,0,12, United-States,0
21, Private,188535,9, Machine-op-inspct,0,0,44, United-States,0
40, Private,149466,9, Handlers-cleaners,0,0,35, United-States,0
77, Self-emp-inc,192230,10, Exec-managerial,0,0,40, United-States,0
45, Private,26502,13, Craft-repair,0,0,72, United-States,1
37, Private,176073,10, Craft-repair,0,0,50, United-States,0
25, Private,193820,14, Prof-specialty,0,0,35, United-States,0
35, Private,168322,7, Farming-fishing,0,0,40, United-States,0
19, ?,307837,10, ?,0,0,40, United-States,0
18, Private,243900,9, Adm-clerical,0,0,15, United-States,0
20, Private,210781,10, Adm-clerical,0,0,20, United-States,0
51, Local-gov,387250,13, Adm-clerical,0,0,50, United-States,1
64, Private,164204,2, Transport-moving,0,0,53, ?,0
43, Private,233130,13, Sales,0,0,40, United-States,1
33, Private,53042,8, Craft-repair,0,0,40, United-States,0
20, Private,270517,9, Other-service,0,0,40, Mexico,0
22, Private,230704,12, Handlers-cleaners,0,0,20, Jamaica,0
23, Private,233626,13, Sales,0,0,25, United-States,0
24, Private,462820,13, Farming-fishing,0,0,40, United-States,0
24, Private,236769,12, Exec-managerial,0,0,40, United-States,0
23, Private,189832,12, Transport-moving,0,0,40, United-States,0
19, Private,356272,10, Adm-clerical,0,0,25, United-States,0
20, Private,406641,9, Adm-clerical,0,0,30, United-States,0
34, Private,209213,9, Machine-op-inspct,0,0,40, ?,0
54, Private,302146,9, Other-service,0,0,20, United-States,0
19, Self-emp-not-inc,206599,10, Other-service,0,0,22, United-States,0
54, Private,185407,10, Farming-fishing,0,0,40, United-States,0
43, Private,307767,9, Handlers-cleaners,0,0,40, United-States,0
54, Private,175262,1, Craft-repair,0,0,40, China,0
39, Private,340091,10, Other-service,0,0,75, United-States,0
26, Private,335998,9, Sales,0,0,38, United-States,0
50, Private,337606,9, Machine-op-inspct,0,1485,40, United-States,0
43, State-gov,159449,9, Craft-repair,0,0,40, United-States,0
54, Private,279129,10, Tech-support,0,0,40, United-States,0
57, State-gov,19520,16, Prof-specialty,0,0,50, United-States,0
69, Private,197080,9, Adm-clerical,0,0,8, United-States,0
41, State-gov,36999,14, Prof-specialty,0,0,75, United-States,1
29, Private,169631,9, Adm-clerical,0,0,40, United-States,0
17, Private,139183,6, Sales,0,0,15, United-States,0
50, Private,297906,10, Sales,0,0,50, United-States,1
50, Private,240496,10, Tech-support,0,0,36, United-States,0
27, Private,194472,9, Priv-house-serv,0,0,60, United-States,0
32, Private,261059,10, Other-service,0,0,50, United-States,0
23, Private,126550,9, Craft-repair,0,0,40, United-States,0
40, Private,228535,12, Prof-specialty,7298,0,36, United-States,1
17, Private,345403,6, Other-service,0,0,40, United-States,0
49, Private,189462,9, Craft-repair,0,0,40, United-States,0
26, Private,32276,9, Farming-fishing,0,0,40, United-States,0
52, Private,260938,14, Sales,0,0,40, United-States,0
34, State-gov,85218,14, Prof-specialty,0,0,24, United-States,0
57, Private,212448,13, Exec-managerial,0,0,45, United-States,1
52, Local-gov,298035,14, Prof-specialty,0,0,40, United-States,0
35, Private,209214,9, Adm-clerical,4386,0,35, United-States,1
60, Private,198170,13, Exec-managerial,0,0,45, United-States,1
46, Private,128796,13, Exec-managerial,0,0,44, United-States,1
23, Private,180771,2, Machine-op-inspct,0,0,35, Mexico,0
34, Private,98283,15, Tech-support,0,1564,40, India,1
18, Private,216730,7, Other-service,0,0,12, United-States,0
22, Private,137591,10, Sales,0,0,35, United-States,0
38, Private,136629,13, Machine-op-inspct,0,0,40, Iran,0
47, Private,173271,9, Adm-clerical,0,0,40, United-States,0
25, Private,243786,13, Other-service,0,0,37, United-States,0
54, Private,204397,10, Farming-fishing,0,0,50, United-States,0
42, Private,197522,10, Machine-op-inspct,0,0,40, United-States,0
40, Private,510072,13, Sales,0,0,55, United-States,1
46, ?,443179,13, ?,0,0,8, United-States,0
51, Private,158948,9, Transport-moving,0,0,84, United-States,1
39, Private,191524,9, Adm-clerical,0,0,40, United-States,0
37, Private,127961,9, Machine-op-inspct,0,0,40, United-States,0
38, Private,60313,9, Craft-repair,0,0,40, United-States,0
31, Private,197886,10, Sales,15024,0,45, United-States,1
39, Private,33355,9, Transport-moving,7298,0,48, United-States,1
56, Self-emp-not-inc,236731,2, Exec-managerial,0,0,25, ?,0
32, Private,316470,3, Craft-repair,0,0,60, Mexico,0
54, Private,197189,13, Transport-moving,0,0,40, United-States,0
27, Private,132963,9, Handlers-cleaners,0,0,40, United-States,0
52, Private,198744,9, Sales,0,0,40, United-States,0
22, Private,51111,10, Sales,0,0,40, United-States,0
36, State-gov,194630,9, Exec-managerial,0,0,40, United-States,0
17, ?,198797,7, ?,0,0,20, Peru,0
28, Local-gov,168524,14, Prof-specialty,7688,0,35, United-States,1
49, Self-emp-not-inc,102318,12, Exec-managerial,0,0,25, United-States,0
37, Local-gov,287306,12, Prof-specialty,99999,0,40, ?,1
33, Private,134886,10, Adm-clerical,99999,0,30, United-States,1
53, Private,548361,9, Craft-repair,0,0,40, United-States,0
25, Private,476334,9, Sales,0,0,48, United-States,0
57, Private,223214,9, Sales,0,0,50, United-States,0
26, Private,50103,10, Sales,0,0,40, United-States,0
21, Private,222490,10, Handlers-cleaners,0,0,40, United-States,0
38, Private,22245,11, Craft-repair,0,0,40, United-States,0
52, Private,245275,6, Other-service,0,0,35, United-States,0
41, Self-emp-not-inc,168098,13, Prof-specialty,0,0,50, United-States,0
41, Private,204046,9, Craft-repair,0,0,40, United-States,0
23, Private,268525,9, Machine-op-inspct,0,0,48, United-States,0
51, ?,130667,9, ?,0,0,6, United-States,0
30, Private,257874,13, Sales,0,0,30, United-States,0
46, Private,213140,13, Prof-specialty,0,0,40, ?,1
17, Never-worked,237272,6, ?,0,0,30, United-States,0
26, Private,257910,10, Other-service,0,0,60, United-States,0
59, Local-gov,147707,9, Farming-fishing,0,2339,40, United-States,0
48, Private,236858,7, Other-service,0,0,31, United-States,0
28, Private,130856,6, Craft-repair,0,0,36, United-States,0
41, Private,154668,10, Prof-specialty,0,0,40, United-States,0
38, Private,237713,13, Exec-managerial,0,0,60, United-States,0
18, Private,87157,8, Other-service,0,0,25, United-States,0
37, Private,373895,10, Handlers-cleaners,0,0,35, United-States,0
27, Private,42696,9, Other-service,0,0,40, United-States,0
49, Self-emp-not-inc,275845,10, Exec-managerial,0,0,60, United-States,0
48, Private,181758,10, Adm-clerical,0,0,40, United-States,0
21, Private,213041,9, Adm-clerical,0,0,40, Cuba,0
60, Self-emp-not-inc,187794,9, Transport-moving,3103,0,60, United-States,1
66, ?,99888,11, ?,0,0,40, United-States,0
28, Private,132686,10, Exec-managerial,0,0,40, United-States,1
61, Private,147393,15, Exec-managerial,0,0,20, United-States,0
20, ?,238685,7, ?,0,0,40, United-States,0
80, Private,86111,16, Prof-specialty,0,0,30, United-States,0
39, State-gov,221059,14, Prof-specialty,7688,0,38, United-States,1
24, Private,187551,10, Adm-clerical,0,0,20, United-States,0
47, Private,97419,9, Protective-serv,0,0,40, United-States,0
31, Local-gov,176185,13, Machine-op-inspct,4064,0,40, ?,0
36, Private,175360,14, Adm-clerical,13550,0,50, United-States,1
58, Self-emp-not-inc,118253,9, Farming-fishing,0,0,70, United-States,0
57, Self-emp-not-inc,225913,10, Transport-moving,0,0,45, United-States,1
46, Private,326857,14, Sales,0,2415,65, United-States,1
47, Self-emp-not-inc,235646,14, Prof-specialty,0,0,40, United-States,1
52, Private,145333,13, Sales,0,0,60, United-States,0
35, Local-gov,190964,13, Craft-repair,0,0,40, United-States,0
39, Self-emp-not-inc,68781,9, Exec-managerial,0,0,40, United-States,0
46, Self-emp-not-inc,80914,14, Exec-managerial,0,0,30, United-States,0
69, ?,182668,9, ?,0,0,45, United-States,1
54, Local-gov,238257,13, Prof-specialty,0,0,50, United-States,0
39, Private,236136,11, Adm-clerical,0,0,40, United-States,0
43, State-gov,199806,13, Adm-clerical,0,0,40, United-States,1
35, Private,280966,10, Sales,0,0,40, United-States,0
50, Local-gov,46401,13, Prof-specialty,0,0,50, United-States,0
43, Private,334991,10, Transport-moving,4934,0,51, United-States,1
61, Self-emp-not-inc,111563,13, Farming-fishing,0,0,20, United-States,1
30, Private,341051,14, Exec-managerial,15024,0,60, United-States,1
20, Self-emp-not-inc,197207,9, Sales,0,0,30, United-States,0
32, Local-gov,114733,13, Prof-specialty,0,0,35, United-States,0
41, Private,69333,9, Craft-repair,0,0,45, United-States,1
45, Federal-gov,181970,9, Adm-clerical,0,1672,40, United-States,0
25, State-gov,187508,10, Handlers-cleaners,0,0,40, United-States,0
53, Private,224894,3, Priv-house-serv,0,0,10, Haiti,0
18, Private,214617,10, Sales,0,0,16, United-States,0
35, Private,153790,10, Sales,0,0,40, United-States,0
39, Private,160728,9, Machine-op-inspct,2977,0,40, United-States,0
40, ?,351161,14, ?,0,0,60, United-States,1
28, State-gov,297735,15, Prof-specialty,0,0,90, United-States,0
37, Self-emp-not-inc,68899,9, Craft-repair,0,2129,40, United-States,0
19, Private,278915,8, Handlers-cleaners,0,0,52, United-States,0
29, Private,207064,9, Machine-op-inspct,0,0,40, United-States,0
54, Federal-gov,230387,9, Adm-clerical,0,0,35, United-States,0
44, Private,225879,10, Adm-clerical,0,0,30, Mexico,1
36, Local-gov,130620,9, Adm-clerical,0,0,40, China,1
55, Self-emp-inc,222615,14, Exec-managerial,0,0,60, United-States,0
32, Self-emp-not-inc,116834,9, Other-service,0,0,5, ?,0
18, ?,196061,10, ?,0,0,33, United-States,0
40, State-gov,391736,11, Craft-repair,0,0,40, United-States,0
51, Local-gov,143865,6, Other-service,0,0,24, United-States,0
24, ?,164574,10, ?,0,0,40, United-States,0
61, Self-emp-not-inc,215591,9, Exec-managerial,0,1887,40, United-States,1
26, Private,55860,10, Adm-clerical,0,0,40, United-States,0
47, Private,161950,9, Other-service,0,0,32, United-States,0
57, Private,316000,9, Craft-repair,0,0,40, United-States,0
35, Private,150125,11, Other-service,0,0,40, United-States,0
40, Local-gov,24763,10, Transport-moving,6849,0,40, United-States,0
50, Private,181139,10, Farming-fishing,0,0,40, United-States,0
28, Local-gov,154863,5, Craft-repair,0,0,40, Trinadad&Tobago,1
72, ?,28929,7, ?,0,0,24, United-States,0
46, State-gov,248895,13, Exec-managerial,0,0,40, United-States,1
23, Private,274797,9, Handlers-cleaners,0,0,25, United-States,0
24, Private,509629,9, Other-service,0,0,25, United-States,0
62, Private,29828,9, Transport-moving,0,0,40, United-States,0
37, Private,91711,13, Exec-managerial,0,0,60, United-States,1
34, Federal-gov,149368,15, Prof-specialty,0,0,40, United-States,1
45, Self-emp-not-inc,247379,9, Craft-repair,0,0,40, United-States,1
45, Private,97842,10, Machine-op-inspct,0,0,65, United-States,0
39, Private,149943,14, Sales,0,0,40, China,0
49, ?,178215,10, ?,0,0,28, United-States,0
37, State-gov,186934,10, Other-service,0,0,40, United-States,0
29, Self-emp-inc,206903,15, Prof-specialty,0,0,55, United-States,1
43, Private,180303,13, Exec-managerial,0,0,50, United-States,1
35, Private,148903,9, Sales,0,0,40, United-States,0
54, Private,146834,9, Transport-moving,0,0,45, United-States,0
57, Private,188872,3, Transport-moving,6497,0,40, United-States,0
70, ?,54849,16, ?,0,0,20, United-States,1
18, Private,27620,9, Adm-clerical,0,0,25, United-States,0
22, Private,160120,6, Transport-moving,0,0,30, United-States,0
52, Private,198824,11, Other-service,0,0,35, United-States,0
52, Private,139347,9, Transport-moving,0,0,40, United-States,0
60, Private,132529,9, Craft-repair,0,0,40, United-States,0
64, ?,211360,9, ?,0,0,30, United-States,0
54, Local-gov,31533,14, Adm-clerical,7298,0,40, United-States,1
52, Without-pay,198262,9, Adm-clerical,0,0,30, United-States,0
67, ?,182378,13, ?,9386,0,60, United-States,1
26, Private,88449,9, Craft-repair,0,0,36, United-States,0
48, Self-emp-not-inc,133694,13, Exec-managerial,0,0,40, Jamaica,1
57, Local-gov,121111,9, Adm-clerical,0,0,40, United-States,0
28, Private,165030,10, Exec-managerial,0,0,50, United-States,0
39, Self-emp-inc,168355,9, Exec-managerial,0,0,70, United-States,0
62, Private,192515,9, Farming-fishing,0,0,40, United-States,0
26, Private,159732,9, Machine-op-inspct,0,0,52, United-States,0
31, Local-gov,158291,13, Craft-repair,8614,0,40, United-States,1
31, Private,145935,9, Exec-managerial,0,0,40, United-States,0
34, Private,319854,16, Prof-specialty,0,0,40, Taiwan,1
58, Self-emp-not-inc,99141,9, Farming-fishing,0,0,10, United-States,0
18, ?,31008,10, ?,0,0,30, United-States,0
40, Private,48087,9, Sales,7298,0,45, United-States,1
24, Private,23438,9, Craft-repair,0,0,40, United-States,0
42, Private,126003,9, Tech-support,0,0,40, United-States,1
53, Private,311350,13, Exec-managerial,0,0,50, United-States,1
34, Self-emp-inc,200689,13, Sales,0,0,40, United-States,0
53, Self-emp-not-inc,291755,10, Transport-moving,0,0,72, United-States,0
39, Federal-gov,189632,9, Adm-clerical,0,0,40, United-States,1
17, Private,275051,7, Adm-clerical,0,0,8, United-States,0
33, Local-gov,83671,13, Prof-specialty,0,0,50, United-States,0
42, Private,59474,9, Machine-op-inspct,0,0,40, United-States,0
31, Private,345277,13, Prof-specialty,0,0,40, United-States,0
43, Private,199191,10, Adm-clerical,0,0,50, United-States,0
37, Private,113750,13, Handlers-cleaners,0,0,40, United-States,0
35, Self-emp-not-inc,308874,9, Craft-repair,0,0,40, United-States,0
39, Private,348521,10, Farming-fishing,0,2415,99, United-States,1
37, Private,349116,9, Sales,0,0,44, United-States,0
51, Private,123053,14, Prof-specialty,5013,0,40, India,0
26, Private,257405,3, Farming-fishing,0,0,40, Mexico,0
69, Private,136218,7, Machine-op-inspct,0,0,40, United-States,0
37, Self-emp-not-inc,29054,11, Farming-fishing,0,0,84, United-States,0
19, Private,252862,11, Prof-specialty,0,0,40, United-States,0
48, Self-emp-inc,200471,13, Exec-managerial,0,0,40, United-States,1
19, Private,383637,9, Other-service,0,0,20, United-States,0
33, Private,345277,13, Tech-support,0,0,45, United-States,1
51, Local-gov,176751,13, Prof-specialty,0,1902,40, United-States,1
51, Private,139347,9, Adm-clerical,7688,0,40, United-States,1
22, Private,58916,10, Adm-clerical,0,0,30, United-States,0
51, Private,179646,9, Adm-clerical,0,0,40, United-States,0
61, Private,85434,9, Transport-moving,0,0,40, United-States,0
50, Private,121411,8, Transport-moving,0,0,40, United-States,0
47, Private,123207,9, Adm-clerical,0,0,20, United-States,1
50, Private,195690,9, Handlers-cleaners,0,0,45, United-States,0
62, Private,96099,9, Craft-repair,0,0,40, United-States,0
53, Self-emp-inc,96062,13, Exec-managerial,0,1902,48, United-States,1
38, Private,35429,9, Handlers-cleaners,0,2042,40, United-States,0
61, Private,128230,4, Sales,0,0,50, United-States,1
29, Private,112403,3, Machine-op-inspct,0,0,40, ?,0
43, Private,498079,13, Exec-managerial,0,0,40, United-States,0
45, Private,214068,16, Prof-specialty,0,0,50, United-States,1
35, Private,240389,10, Sales,0,0,43, United-States,1
49, Private,125892,9, Sales,0,0,40, United-States,0
27, Private,224849,9, Craft-repair,0,0,40, United-States,0
61, Private,210488,9, Exec-managerial,0,0,50, United-States,1
40, Private,141583,6, Other-service,0,0,40, United-States,0
34, Private,293703,10, Craft-repair,0,0,40, Philippines,0
18, Private,152545,9, Other-service,0,0,8, United-States,0
64, State-gov,104361,10, Adm-clerical,0,0,65, United-States,0
57, Private,195835,10, Adm-clerical,0,0,40, United-States,0
43, Private,341358,11, Sales,0,0,40, United-States,1
28, Private,189346,9, Handlers-cleaners,0,0,48, United-States,0
34, Private,171159,10, Adm-clerical,0,0,30, United-States,0
62, Private,162245,15, Prof-specialty,0,1628,70, United-States,0
31, Private,191001,9, Sales,0,0,40, United-States,0
47, Private,157901,7, Other-service,0,0,36, United-States,0
19, Private,247679,9, Craft-repair,0,0,45, United-States,0
23, Private,137214,9, Sales,0,0,37, United-States,0
47, Self-emp-not-inc,180446,10, Tech-support,0,0,40, United-States,1
32, Private,118551,9, Other-service,0,0,80, United-States,0
26, Private,421561,7, Other-service,0,0,25, United-States,0
46, Self-emp-not-inc,102308,13, Sales,0,2415,40, United-States,1
47, Private,166634,10, Exec-managerial,0,0,40, Germany,0
35, Private,297485,13, Exec-managerial,0,0,40, United-States,0
32, Private,202498,7, Handlers-cleaners,0,0,40, Columbia,0
28, Private,194690,4, Other-service,0,0,60, Mexico,0
51, Private,195105,9, Priv-house-serv,0,0,40, United-States,0
41, Private,177905,14, Prof-specialty,0,0,45, United-States,1
34, Self-emp-inc,353927,10, Exec-managerial,0,0,40, United-States,1
19, ?,124884,5, ?,0,0,25, United-States,0
54, Private,340476,9, Sales,0,0,35, United-States,0
46, Private,247043,9, Transport-moving,0,0,40, United-States,1
22, Private,251196,10, Protective-serv,0,0,20, United-States,0
46, Private,328216,13, Exec-managerial,15024,0,40, United-States,1
39, Self-emp-not-inc,48063,10, Farming-fishing,0,0,60, United-States,0
68, Private,193666,16, Prof-specialty,20051,0,55, United-States,1
35, ?,120074,9, ?,0,0,30, United-States,0
61, Self-emp-inc,61040,10, Sales,7688,0,36, United-States,1
59, Private,139344,10, Adm-clerical,0,0,40, United-States,1
30, Private,226443,13, Sales,0,0,50, United-States,1
26, Private,256737,7, Transport-moving,0,0,40, United-States,0
21, Private,32616,9, Other-service,0,1719,16, United-States,0
36, Private,231037,4, Machine-op-inspct,0,0,40, United-States,0
41, Private,332703,9, Adm-clerical,0,625,40, United-States,0
54, Private,212960,13, Sales,0,0,35, United-States,1
25, Private,122756,7, Machine-op-inspct,0,0,35, United-States,0
21, Private,205844,10, Sales,0,0,25, United-States,0
45, Private,125194,7, Machine-op-inspct,0,0,40, United-States,0
30, Private,148524,9, Transport-moving,0,2057,40, United-States,0
49, Private,180532,14, Prof-specialty,0,0,40, United-States,0
21, Private,314182,9, Other-service,0,0,40, United-States,0
54, State-gov,123592,9, Adm-clerical,3887,0,35, United-States,0
43, Private,33126,10, Exec-managerial,0,0,50, United-States,0
36, Self-emp-not-inc,153976,9, Transport-moving,0,0,50, United-States,0
50, Self-emp-inc,304955,13, Sales,0,0,60, United-States,1
42, Self-emp-not-inc,320744,9, Sales,3908,0,45, United-States,0
66, State-gov,71075,10, Exec-managerial,0,0,55, United-States,0
41, Private,147372,9, Adm-clerical,0,0,48, United-States,0
